"did","card_id","d_day","d_status","f_day"
994,"640502196508022398","2020-01-25",1,"2020-01-25"
995,"360826200307290379","2020-01-25",1,"2020-01-25"
996,"54062919800525231X","2020-01-25",1,"2020-01-25"
997,"360681195911092512","2020-01-25",1,"2020-01-25"
998,"469002193705292710","2020-01-25",1,"2020-01-25"
999,"500117194709044764","2020-01-25",1,"2020-01-25"
1000,"421381194704261084","2020-01-25",1,"2020-01-25"
1001,"350981195102144583","2020-01-25",1,"2020-01-25"
1002,"22040319601130398X","2020-01-25",1,"2020-01-25"
1003,"230521199705290187","2020-01-25",1,"2020-01-25"
1004,"330282199002182905","2020-01-25",1,"2020-01-25"
1005,"611021193111041973","2020-01-25",1,"2020-01-25"
1006,"411526194812304779","2020-01-25",1,"2020-01-25"
1007,"540626196006152259","2020-01-25",1,"2020-01-25"
1008,"310112197107124691","2020-01-25",1,"2020-01-25"
1009,"360313194801273833","2020-01-25",1,"2020-01-25"
1010,"420802201105261123","2020-01-25",1,"2020-01-25"
1011,"150104200702113078","2020-01-25",1,"2020-01-25"
1012,"451121197603090070","2020-01-25",1,"2020-01-25"
1013,"340102196210041112","2020-01-25",1,"2020-01-25"
1014,"13042519851110339X","2020-01-25",1,"2020-01-25"
1015,"65302419691209011X","2020-01-25",1,"2020-01-25"
1016,"350112193105312188","2020-01-25",1,"2020-01-25"
1017,"210115201512134417","2020-01-25",1,"2020-01-25"
1018,"37011319500405043X","2020-01-25",1,"2020-01-25"
1019,"469025199608163388","2020-01-25",1,"2020-01-25"
1020,"632801199504180472","2020-01-25",1,"2020-01-25"
1021,"611026195211304831","2020-01-25",1,"2020-01-25"
1022,"34020319580729454X","2020-01-25",1,"2020-01-25"
1023,"532324194107160321","2020-01-25",1,"2020-01-25"
1024,"450330197904180869","2020-01-25",1,"2020-01-25"
1025,"330111193501313094","2020-01-25",1,"2020-01-25"
1026,"532323194812102307","2020-01-25",1,"2020-01-25"
1027,"411324201112123335","2020-01-25",1,"2020-01-25"
1028,"360981199602110814","2020-01-25",1,"2020-01-25"
1029,"150721195704073554","2020-01-25",1,"2020-01-25"
1030,"410922198202183424","2020-01-25",1,"2020-01-25"
1031,"371723200301204183","2020-01-25",1,"2020-01-25"
1032,"610116196107110080","2020-01-25",1,"2020-01-25"
1033,"210811201005212057","2020-01-25",1,"2020-01-25"
1034,"420581197211122020","2020-01-25",1,"2020-01-25"
1035,"371403193610120675","2020-01-25",1,"2020-01-25"
1036,"511112196711250372","2020-01-25",1,"2020-01-25"
1037,"370685198511024634","2020-01-25",1,"2020-01-25"
1038,"330424198107042012","2020-01-25",1,"2020-01-25"
1039,"130525194201241241","2020-01-25",1,"2020-01-25"
1040,"140881195012303371","2020-01-25",1,"2020-01-25"
1041,"530102201711160936","2020-01-25",1,"2020-01-25"
1042,"431230198005082399","2020-01-25",1,"2020-01-25"
1043,"450922196909183493","2020-01-25",1,"2020-01-25"
1044,"150103194202103573","2020-01-25",1,"2020-01-25"
1045,"420822198508132861","2020-01-25",1,"2020-01-25"
1046,"420381196211193835","2020-01-25",1,"2020-01-25"
1047,"371428195201213228","2020-01-25",1,"2020-01-25"
1048,"210211193605131349","2020-01-25",1,"2020-01-25"
1049,"632725194611063290","2020-01-25",1,"2020-01-25"
1050,"421127201306233938","2020-01-25",1,"2020-01-25"
1051,"321282195009122981","2020-01-25",1,"2020-01-25"
1052,"361026193010141078","2020-01-25",1,"2020-01-25"
1053,"51142119730614002X","2020-01-25",1,"2020-01-25"
1054,"150403199510121836","2020-01-25",1,"2020-01-25"
1055,"130825200512142448","2020-01-25",1,"2020-01-25"
1056,"610730200309053896","2020-01-25",1,"2020-01-25"
1057,"140522196306202136","2020-01-25",1,"2020-01-25"
1058,"15092919410727059X","2020-01-25",1,"2020-01-25"
1059,"510904195404030554","2020-01-25",1,"2020-01-25"
1060,"320923197007111003","2020-01-25",1,"2020-01-25"
1061,"35010219621104048X","2020-01-25",1,"2020-01-25"
1062,"610621198605271298","2020-01-25",1,"2020-01-25"
1063,"210803201012110446","2020-01-25",1,"2020-01-25"
1064,"652926199512181236","2020-01-25",1,"2020-01-25"
1065,"150125198502232250","2020-01-25",1,"2020-01-25"
1066,"52020319670913353X","2020-01-25",1,"2020-01-25"
1067,"371424195210062518","2020-01-25",1,"2020-01-25"
1068,"350623201412253695","2020-01-25",1,"2020-01-25"
1069,"330483197008201378","2020-01-25",1,"2020-01-25"
1070,"45122219401009359X","2020-01-25",1,"2020-01-25"
1071,"610118193308171364","2020-01-25",1,"2020-01-25"
1072,"640502197602100334","2020-01-25",1,"2020-01-25"
1073,"430408201601154755","2020-01-25",1,"2020-01-25"
1074,"522631200903264005","2020-01-25",1,"2020-01-25"
1075,"370831199504172117","2020-01-25",1,"2020-01-25"
1076,"210602194206074949","2020-01-25",1,"2020-01-25"
1077,"653226194401284320","2020-01-25",1,"2020-01-25"
1078,"211005196410291496","2020-01-25",1,"2020-01-25"
1079,"15220119720301209X","2020-01-25",1,"2020-01-25"
1080,"411002193511071796","2020-01-25",1,"2020-01-25"
1081,"440883195206072894","2020-01-25",1,"2020-01-25"
1082,"440104200501234673","2020-01-25",1,"2020-01-25"
1083,"440224194810141094","2020-01-25",1,"2020-01-25"
1084,"131121199012151462","2020-01-25",1,"2020-01-25"
1085,"320213195012114022","2020-01-25",1,"2020-01-25"
1086,"430528200409261557","2020-01-25",1,"2020-01-25"
1087,"632323198407070956","2020-01-25",1,"2020-01-25"
1088,"150802197407291251","2020-01-25",1,"2020-01-25"
1089,"450332195605274076","2020-01-25",1,"2020-01-25"
1090,"130984195608293891","2020-01-25",1,"2020-01-25"
1091,"360112194505180643","2020-01-25",1,"2020-01-25"
1092,"340506195701151538","2020-01-25",1,"2020-01-25"
1093,"513425197602170394","2020-01-25",1,"2020-01-25"
1094,"321102194608091425","2020-01-25",1,"2020-01-25"
1095,"340202201510162724","2020-01-25",1,"2020-01-25"
1096,"222402196611304412","2020-01-25",1,"2020-01-25"
1097,"530724197309083946","2020-01-25",1,"2020-01-25"
1098,"533123198308254668","2020-01-25",1,"2020-01-25"
1099,"511421200412203156","2020-01-25",1,"2020-01-25"
1100,"522631196807232768","2020-01-25",1,"2020-01-25"
1101,"141102195901310317","2020-01-25",1,"2020-01-25"
1102,"430502193204160035","2020-01-25",1,"2020-01-25"
1103,"430621199401254710","2020-01-25",1,"2020-01-25"
1104,"469005200608053875","2020-01-25",1,"2020-01-25"
1105,"360734200109260157","2020-01-25",1,"2020-01-25"
1106,"360926197201060293","2020-01-25",1,"2020-01-25"
1107,"513225199505241435","2020-01-25",1,"2020-01-25"
1108,"500106200712281102","2020-01-25",1,"2020-01-25"
1109,"232701198901061675","2020-01-25",1,"2020-01-25"
1110,"231226196512050390","2020-01-25",1,"2020-01-25"
1111,"61062219441113463X","2020-01-25",1,"2020-01-25"
1112,"421087199802213099","2020-01-25",1,"2020-01-25"
1113,"130202200402182740","2020-01-25",1,"2020-01-25"
1114,"513225199709251803","2020-01-25",1,"2020-01-25"
1115,"350626195504240876","2020-01-25",1,"2020-01-25"
1116,"511425199602263707","2020-01-25",1,"2020-01-25"
1117,"511132196007251510","2020-01-25",1,"2020-01-25"
1118,"350122201702060492","2020-01-25",1,"2020-01-25"
1119,"421123198706291352","2020-01-25",1,"2020-01-25"
1120,"360313197206271319","2020-01-25",1,"2020-01-25"
1121,"42088120080612419X","2020-01-25",1,"2020-01-25"
1122,"451229196507152931","2020-01-25",1,"2020-01-25"
1123,"532932196204190380","2020-01-25",1,"2020-01-25"
1124,"420702195202234713","2020-01-25",1,"2020-01-25"
1125,"341523200412172771","2020-01-25",1,"2020-01-25"
1126,"230281193308041884","2020-01-25",1,"2020-01-25"
1127,"411525200708170629","2020-01-25",1,"2020-01-25"
1128,"361022201309231571","2020-01-25",1,"2020-01-25"
1129,"330824200005103947","2020-01-25",1,"2020-01-25"
1130,"340603200206264199","2020-01-25",1,"2020-01-25"
1131,"411603195303260048","2020-01-25",1,"2020-01-25"
1132,"50012020090212405X","2020-01-25",1,"2020-01-25"
1133,"13040219390216175X","2020-01-25",1,"2020-01-25"
1134,"330523195108253482","2020-01-25",1,"2020-01-25"
1135,"540623200311084942","2020-01-25",1,"2020-01-25"
1136,"350627193005263130","2020-01-25",1,"2020-01-25"
1137,"520281199805114841","2020-01-25",1,"2020-01-25"
1138,"630203194902152018","2020-01-25",1,"2020-01-25"
1139,"14010919610807111X","2020-01-25",1,"2020-01-25"
1140,"410804197704291676","2020-01-25",1,"2020-01-25"
1141,"430203201709061718","2020-01-25",1,"2020-01-25"
1142,"610525199008310273","2020-01-25",1,"2020-01-25"
1143,"431227201601013580","2020-01-25",1,"2020-01-25"
1144,"340802198811290197","2020-01-25",1,"2020-01-25"
1145,"340811193301064839","2020-01-25",1,"2020-01-25"
1146,"410222197203103104","2020-01-25",1,"2020-01-25"
1147,"653226198004080453","2020-01-25",1,"2020-01-25"
1148,"320583196510142579","2020-01-25",1,"2020-01-25"
1149,"533324193311101472","2020-01-25",1,"2020-01-25"
1150,"370911198312100931","2020-01-25",1,"2020-01-25"
1151,"532601194512202910","2020-01-25",1,"2020-01-25"
1152,"370285198211174823","2020-01-25",1,"2020-01-25"
1153,"130284201401161189","2020-01-25",1,"2020-01-25"
1154,"22070219600820434X","2020-01-25",1,"2020-01-25"
1155,"371102193803242510","2020-01-25",1,"2020-01-25"
1156,"140929199401294171","2020-01-25",1,"2020-01-25"
1157,"321322199708232685","2020-01-25",1,"2020-01-25"
1158,"65310119400228139X","2020-01-25",1,"2020-01-25"
1159,"510681193005032664","2020-01-25",1,"2020-01-25"
1160,"131024195712300276","2020-01-25",1,"2020-01-25"
1161,"430225199102012563","2020-01-25",1,"2020-01-25"
1162,"511702201506063635","2020-01-25",1,"2020-01-25"
1163,"411726195809061986","2020-01-25",1,"2020-01-25"
1164,"21012419650706180X","2020-01-25",1,"2020-01-25"
1165,"320723199305114913","2020-01-25",1,"2020-01-25"
1166,"511902201509212617","2020-01-25",1,"2020-01-25"
1167,"540104195305204821","2020-01-25",1,"2020-01-25"
1168,"331002193808020279","2020-01-25",1,"2020-01-25"
1169,"450203193010263750","2020-01-25",1,"2020-01-25"
1170,"130126198906244971","2020-01-25",1,"2020-01-25"
1171,"451028194110202316","2020-01-25",1,"2020-01-25"
1172,"654226200203114581","2020-01-25",1,"2020-01-25"
1173,"431129193212152878","2020-01-25",1,"2020-01-25"
1174,"532503194005020650","2020-01-25",1,"2020-01-25"
1175,"510525193501231228","2020-01-25",1,"2020-01-25"
1176,"630123195711181259","2020-01-25",1,"2020-01-25"
1177,"530304193806181322","2020-01-25",1,"2020-01-25"
1178,"450203196608184532","2020-01-25",1,"2020-01-25"
1179,"321324197611054791","2020-01-25",1,"2020-01-25"
1180,"532501201109202459","2020-01-25",1,"2020-01-25"
1181,"54010419771216300X","2020-01-25",1,"2020-01-25"
1182,"340722198706194515","2020-01-25",1,"2020-01-25"
1183,"621228201706182948","2020-01-25",1,"2020-01-25"
1184,"530681193706171011","2020-01-25",1,"2020-01-25"
1185,"520603193805144077","2020-01-25",1,"2020-01-25"
1186,"341525196406114966","2020-01-25",1,"2020-01-25"
1187,"610116194611264979","2020-01-25",1,"2020-01-25"
1188,"230108201603080389","2020-01-25",1,"2020-01-25"
1189,"511325199404201294","2020-01-25",1,"2020-01-25"
1190,"150121196411270986","2020-01-25",1,"2020-01-25"
1191,"13070219391125214X","2020-01-25",1,"2020-01-25"
1192,"510681193905263134","2020-01-25",1,"2020-01-25"
1193,"431129194404133238","2020-01-25",1,"2020-01-25"
1194,"510181197307220637","2020-01-25",1,"2020-01-25"
1195,"411322201703091432","2020-01-25",1,"2020-01-25"
1196,"610202193410122053","2020-01-25",1,"2020-01-25"
1197,"54060219861215085X","2020-01-25",1,"2020-01-25"
1198,"632521196401021730","2020-01-25",1,"2020-01-25"
1199,"370724197708064064","2020-01-25",1,"2020-01-25"
1200,"420116196008151770","2020-01-25",1,"2020-01-25"
1201,"540123193011113916","2020-01-25",1,"2020-01-25"
1202,"441323196610300125","2020-01-25",1,"2020-01-25"
1203,"500101196609240184","2020-01-25",1,"2020-01-25"
1204,"620121193312262533","2020-01-25",1,"2020-01-25"
1205,"130606193509234939","2020-01-25",1,"2020-01-25"
1206,"150102200301223134","2020-01-25",1,"2020-01-25"
1207,"430523193905022091","2020-01-25",1,"2020-01-25"
1208,"370116195802242013","2020-01-25",1,"2020-01-25"
1209,"14110219710903168X","2020-01-25",1,"2020-01-25"
1210,"441423200610083647","2020-01-25",1,"2020-01-25"
1211,"420984194102093061","2020-01-25",1,"2020-01-25"
1212,"411503199812143758","2020-01-25",1,"2020-01-25"
1213,"431382197208261327","2020-01-25",1,"2020-01-25"
1214,"210311198006154539","2020-01-25",1,"2020-01-25"
1215,"141125196312284076","2020-01-25",1,"2020-01-25"
1216,"522624199912173544","2020-01-25",1,"2020-01-25"
1217,"36102619300922460X","2020-01-25",1,"2020-01-25"
1218,"469006195801104358","2020-01-25",1,"2020-01-25"
1219,"330781198210124431","2020-01-25",1,"2020-01-25"
1220,"622921193108180077","2020-01-25",1,"2020-01-25"
1221,"540630200501011529","2020-01-25",1,"2020-01-25"
1222,"13072519590726247X","2020-01-25",1,"2020-01-25"
1223,"330205199811093408","2020-01-25",1,"2020-01-25"
1224,"420204197506242899","2020-01-25",1,"2020-01-25"
1225,"340302193411251439","2020-01-25",1,"2020-01-25"
1226,"370830194911242590","2020-01-25",1,"2020-01-25"
1227,"341722197602162961","2020-01-25",1,"2020-01-25"
1228,"520324194811271857","2020-01-25",1,"2020-01-25"
1229,"141029197704264810","2020-01-25",1,"2020-01-25"
1230,"341222199611300248","2020-01-25",1,"2020-01-25"
1231,"440304195406041352","2020-01-25",1,"2020-01-25"
1232,"421126194802062294","2020-01-25",1,"2020-01-25"
1233,"520382200810244218","2020-01-25",1,"2020-01-25"
1234,"420205198209144468","2020-01-25",1,"2020-01-25"
1235,"150222198304253743","2020-01-25",1,"2020-01-25"
1236,"23040319690223051X","2020-01-25",1,"2020-01-25"
1237,"411321197204300791","2020-01-25",1,"2020-01-25"
1238,"500104197808250127","2020-01-25",1,"2020-01-25"
1239,"211003198111233516","2020-01-25",1,"2020-01-25"
1240,"450205197309010986","2020-01-25",1,"2020-01-25"
1241,"510781199210274737","2020-01-25",1,"2020-01-25"
1242,"411102196910203011","2020-01-25",1,"2020-01-25"
1243,"330502198502082599","2020-01-25",1,"2020-01-25"
1244,"350425200405162549","2020-01-25",1,"2020-01-25"
1245,"622925200211033524","2020-01-25",1,"2020-01-25"
1246,"130433193311123684","2020-01-25",1,"2020-01-25"
1247,"542521197109300196","2020-01-25",1,"2020-01-25"
1248,"445303201210260437","2020-01-25",1,"2020-01-25"
1249,"430422200901194874","2020-01-25",1,"2020-01-25"
1250,"411521198909050791","2020-01-25",1,"2020-01-25"
1251,"430182197305063988","2020-01-25",1,"2020-01-25"
1252,"441826199706272851","2020-01-25",1,"2020-01-25"
1253,"500113194806262071","2020-01-25",1,"2020-01-25"
1254,"371702195803222917","2020-01-25",1,"2020-01-25"
1255,"421125197408082278","2020-01-25",1,"2020-01-25"
1256,"350724197101072515","2020-01-25",1,"2020-01-25"
1257,"211103200211040389","2020-01-25",1,"2020-01-25"
1258,"451202195705223951","2020-01-25",1,"2020-01-25"
1259,"630225200505044597","2020-01-25",1,"2020-01-25"
1260,"653023198706250381","2020-01-25",1,"2020-01-25"
1261,"321283195508010454","2020-01-25",1,"2020-01-25"
1262,"210502196909172696","2020-01-25",1,"2020-01-25"
1263,"410882199207211952","2020-01-25",1,"2020-01-25"
1264,"210911196501242134","2020-01-25",1,"2020-01-25"
1265,"610482195308074798","2020-01-25",1,"2020-01-25"
1266,"431223198110203435","2020-01-25",1,"2020-01-25"
1267,"520521197804292516","2020-01-25",1,"2020-01-25"
1268,"611021199612244143","2020-01-25",1,"2020-01-25"
1269,"610425198606042029","2020-01-25",1,"2020-01-25"
1270,"320412196501090593","2020-01-25",1,"2020-01-25"
1271,"340302200509013642","2020-01-25",1,"2020-01-25"
1272,"350825195106061295","2020-01-25",1,"2020-01-25"
1273,"370827197108251928","2020-01-25",1,"2020-01-25"
1274,"652828199207173739","2020-01-25",1,"2020-01-25"
1275,"370321198305213663","2020-01-25",1,"2020-01-25"
1276,"430482200805300477","2020-01-25",1,"2020-01-25"
1277,"350821198709213882","2020-01-25",1,"2020-01-25"
1278,"530114199710060680","2020-01-25",1,"2020-01-25"
1279,"540330200803041153","2020-01-25",1,"2020-01-25"
1280,"131022199108221972","2020-01-25",1,"2020-01-25"
1281,"532823196506173541","2020-01-25",1,"2020-01-25"
1282,"430523198409234178","2020-01-25",1,"2020-01-25"
1283,"330122199510073658","2020-01-25",1,"2020-01-25"
1284,"652325199806162138","2020-01-25",1,"2020-01-25"
1285,"500113194706012745","2020-01-25",1,"2020-01-25"
1286,"321311198907172677","2020-01-25",1,"2020-01-25"
1287,"513437195909144509","2020-01-25",1,"2020-01-25"
1288,"620602195505190115","2020-01-25",1,"2020-01-25"
1289,"621024201309122144","2020-01-25",1,"2020-01-25"
1290,"321012196704234074","2020-01-25",1,"2020-01-25"
1291,"652826198605312143","2020-01-25",1,"2020-01-25"
1292,"533124198201273881","2020-01-25",1,"2020-01-25"
1293,"360483195912033022","2020-01-25",1,"2020-01-25"
1294,"430421199004234694","2020-01-25",1,"2020-01-25"
1295,"540237193710290501","2020-01-25",1,"2020-01-25"
1296,"350304195408170738","2020-01-25",1,"2020-01-25"
1297,"130681197212264166","2020-01-25",1,"2020-01-25"
1298,"511504198605164113","2020-01-25",1,"2020-01-25"
1299,"150929196112313397","2020-01-25",1,"2020-01-25"
1300,"62122620101114466X","2020-01-25",1,"2020-01-25"
1301,"513221196712091450","2020-01-25",1,"2020-01-25"
1302,"532325198704050504","2020-01-25",1,"2020-01-25"
1303,"653221193712201485","2020-01-25",1,"2020-01-25"
1304,"360722194005273929","2020-01-25",1,"2020-01-25"
1305,"360313193708192639","2020-01-25",1,"2020-01-25"
1306,"350505194102094333","2020-01-25",1,"2020-01-25"
1307,"652323199905302869","2020-01-25",1,"2020-01-25"
1308,"37152520080809419X","2020-01-25",1,"2020-01-25"
1309,"513426198807150582","2020-01-25",1,"2020-01-25"
1310,"230781199403212244","2020-01-25",1,"2020-01-25"
1311,"419001196311212886","2020-01-25",1,"2020-01-25"
1312,"350783193304210158","2020-01-25",1,"2020-01-25"
1313,"411627193109142672","2020-01-25",1,"2020-01-25"
1314,"330483198906240736","2020-01-25",1,"2020-01-25"
1315,"370505198201212878","2020-01-25",1,"2020-01-25"
1316,"210781200512244511","2020-01-25",1,"2020-01-25"
1317,"522702193804060606","2020-01-25",1,"2020-01-25"
1318,"440507197103230489","2020-01-25",1,"2020-01-25"
1319,"23128319751016103X","2020-01-25",1,"2020-01-25"
1320,"370481195204200220","2020-01-25",1,"2020-01-25"
1321,"430528195603062339","2020-01-25",1,"2020-01-25"
1322,"540402194012153361","2020-01-25",1,"2020-01-25"
1323,"542526199404200594","2020-01-25",1,"2020-01-25"
1324,"320106194209152299","2020-01-25",1,"2020-01-25"
1325,"420582200610011994","2020-01-25",1,"2020-01-25"
1326,"211303201311202571","2020-01-25",1,"2020-01-25"
1327,"451402198405160674","2020-01-25",1,"2020-01-25"
1328,"150821198803230403","2020-01-25",1,"2020-01-25"
1329,"441423199110150238","2020-01-25",1,"2020-01-25"
1330,"34170219650701221X","2020-01-25",1,"2020-01-25"
1331,"513323193104302570","2020-01-25",1,"2020-01-25"
1332,"640202196111122124","2020-01-25",1,"2020-01-25"
1333,"420683193611154355","2020-01-25",1,"2020-01-25"
1334,"370115199602224824","2020-01-25",1,"2020-01-25"
1335,"141028194108102938","2020-01-25",1,"2020-01-25"
1336,"370402197802243259","2020-01-25",1,"2020-01-25"
1337,"500120197311264531","2020-01-25",1,"2020-01-25"
1338,"640303196802140147","2020-01-25",1,"2020-01-25"
1339,"542523194504053681","2020-01-25",1,"2020-01-25"
1340,"341225197204304575","2020-01-25",1,"2020-01-25"
1341,"371325201408050642","2020-01-25",1,"2020-01-25"
1342,"530628198703214590","2020-01-25",1,"2020-01-25"
1343,"650421198604123521","2020-01-25",1,"2020-01-25"
1344,"45070219741124455X","2020-01-25",1,"2020-01-25"
1345,"540622194208200277","2020-01-25",1,"2020-01-25"
1346,"430224197202243398","2020-01-25",1,"2020-01-25"
1347,"653124201508073915","2020-01-25",1,"2020-01-25"
1348,"330483195705081296","2020-01-25",1,"2020-01-25"
1349,"540225201104212214","2020-01-25",1,"2020-01-25"
1350,"330881199102074940","2020-01-25",1,"2020-01-25"
1351,"360727199201150437","2020-01-25",1,"2020-01-25"
1352,"513233196101210815","2020-01-25",1,"2020-01-25"
1353,"450405199107211835","2020-01-25",1,"2020-01-25"
1354,"610102198509154079","2020-01-25",1,"2020-01-25"
1355,"360521196611023964","2020-01-25",1,"2020-01-25"
1356,"230403201309200268","2020-01-25",1,"2020-01-25"
1357,"150103199103252306","2020-01-25",1,"2020-01-25"
1358,"411403200305302216","2020-01-25",1,"2020-01-25"
1359,"650204197408232577","2020-01-25",1,"2020-01-25"
1360,"411322198702260068","2020-01-25",1,"2020-01-25"
1361,"451227196306234938","2020-01-25",1,"2020-01-25"
1362,"130502195210070114","2020-01-25",1,"2020-01-25"
1363,"230523194501234001","2020-01-25",1,"2020-01-25"
1364,"653127195012300134","2020-01-25",1,"2020-01-25"
1365,"411422194109163379","2020-01-25",1,"2020-01-25"
1366,"330226195112091917","2020-01-25",1,"2020-01-25"
1367,"420606198306210429","2020-01-25",1,"2020-01-25"
1368,"211081194607263728","2020-01-25",1,"2020-01-25"
1369,"62092119760510176X","2020-01-25",1,"2020-01-25"
1370,"152222199207263866","2020-01-25",1,"2020-01-25"
1371,"360726198303293454","2020-01-25",1,"2020-01-25"
1372,"430381201710203845","2020-01-25",1,"2020-01-25"
1373,"320506201304274942","2020-01-25",1,"2020-01-25"
1374,"422826199501173566","2020-01-25",1,"2020-01-25"
1375,"211223195612063570","2020-01-25",1,"2020-01-25"
1376,"330381194305233956","2020-01-25",1,"2020-01-25"
1377,"231083195403193888","2020-01-25",1,"2020-01-25"
1378,"321202198609083957","2020-01-25",1,"2020-01-25"
1379,"410902197511234811","2020-01-25",1,"2020-01-25"
1380,"350624199605101838","2020-01-25",1,"2020-01-25"
1381,"410421199508071100","2020-01-25",1,"2020-01-25"
1382,"370103195302180547","2020-01-25",1,"2020-01-25"
1383,"410422201302030019","2020-01-25",1,"2020-01-25"
1384,"140303194004210879","2020-01-25",1,"2020-01-25"
1385,"411328193709021129","2020-01-25",1,"2020-01-25"
1386,"520423194704301941","2020-01-25",1,"2020-01-25"
1387,"451424200704053121","2020-01-25",1,"2020-01-25"
1388,"450324200505041893","2020-01-25",1,"2020-01-25"
1389,"130281200012153667","2020-01-25",1,"2020-01-25"
1390,"340522193810144127","2020-01-25",1,"2020-01-25"
1391,"411727197909022795","2020-01-25",1,"2020-01-25"
1392,"230303197110142991","2020-01-25",1,"2020-01-25"
1393,"150121197306031646","2020-01-25",1,"2020-01-25"
1394,"210782193101224771","2020-01-25",1,"2020-01-25"
1395,"441303198909103939","2020-01-25",1,"2020-01-25"
1396,"640303196507071513","2020-01-25",1,"2020-01-25"
1397,"530922196212243185","2020-01-25",1,"2020-01-25"
1398,"350902201305122475","2020-01-25",1,"2020-01-25"
1399,"440781201307123849","2020-01-25",1,"2020-01-25"
1400,"440981200308232832","2020-01-25",1,"2020-01-25"
1401,"421124199706094843","2020-01-25",1,"2020-01-25"
1402,"140702200701014471","2020-01-25",1,"2020-01-25"
1403,"330304196006183166","2020-01-25",1,"2020-01-25"
1404,"610522196802180813","2020-01-25",1,"2020-01-25"
1405,"610825200203073893","2020-01-25",1,"2020-01-25"
1406,"451227194506284594","2020-01-25",1,"2020-01-25"
1407,"210522199106092157","2020-01-25",1,"2020-01-25"
1408,"441303194903244695","2020-01-25",1,"2020-01-25"
1409,"632223194105111253","2020-01-25",1,"2020-01-25"
1410,"440229199901074565","2020-01-25",1,"2020-01-25"
1411,"410781201503160465","2020-01-25",1,"2020-01-25"
1412,"341021196906300834","2020-01-25",1,"2020-01-25"
1413,"441424198101193772","2020-01-25",1,"2020-01-25"
1414,"650205201005103063","2020-01-25",1,"2020-01-25"
1415,"140928197706182335","2020-01-25",1,"2020-01-25"
1416,"522623199310120254","2020-01-25",1,"2020-01-25"
1417,"320508194403044069","2020-01-25",1,"2020-01-25"
1418,"231003201111160087","2020-01-25",1,"2020-01-25"
1419,"410622196810224239","2020-01-25",1,"2020-01-25"
1420,"320707196602173799","2020-01-25",1,"2020-01-25"
1421,"150304193605154597","2020-01-25",1,"2020-01-25"
1422,"360722195607291555","2020-01-25",1,"2020-01-25"
1423,"131003193204251665","2020-01-25",1,"2020-01-25"
1424,"451225197102243973","2020-01-25",1,"2020-01-25"
1425,"411329199609032131","2020-01-25",1,"2020-01-25"
1426,"43312719330928071X","2020-01-25",1,"2020-01-25"
1427,"330922194003053055","2020-01-25",1,"2020-01-25"
1428,"341002200603012747","2020-01-25",1,"2020-01-25"
1429,"350925198711151239","2020-01-25",1,"2020-01-25"
1430,"445122193108201503","2020-01-25",1,"2020-01-25"
1431,"350681198906151591","2020-01-25",1,"2020-01-25"
1432,"610324194009081230","2020-01-25",1,"2020-01-25"
1433,"469030193605263539","2020-01-25",1,"2020-01-25"
1434,"410325196301303628","2020-01-25",1,"2020-01-25"
1435,"411623199207302061","2020-01-25",1,"2020-01-25"
1436,"120116195402010057","2020-01-25",1,"2020-01-25"
1437,"420302199304020755","2020-01-25",1,"2020-01-25"
1438,"32110219671215398X","2020-01-25",1,"2020-01-25"
1439,"451026196508124350","2020-01-25",1,"2020-01-25"
1440,"371312200101254054","2020-01-25",1,"2020-01-25"
1441,"513338193705214714","2020-01-25",1,"2020-01-25"
1442,"230227199805123222","2020-01-25",1,"2020-01-25"
1443,"522726201010030040","2020-01-25",1,"2020-01-25"
1444,"451027195304153178","2020-01-25",1,"2020-01-25"
1445,"511525196707292987","2020-01-25",1,"2020-01-25"
1446,"469007199412142283","2020-01-25",1,"2020-01-25"
1447,"230622195911024473","2020-01-25",1,"2020-01-25"
1448,"131124199507112675","2020-01-25",1,"2020-01-25"
1449,"410506195002163239","2020-01-25",1,"2020-01-25"
1450,"513221194504292873","2020-01-25",1,"2020-01-25"
1451,"130827198112131996","2020-01-25",1,"2020-01-25"
1452,"654003198107242318","2020-01-25",1,"2020-01-25"
1453,"411522193309211292","2020-01-25",1,"2020-01-25"
1454,"231281197703160698","2020-01-25",1,"2020-01-25"
1455,"130208198111184891","2020-01-25",1,"2020-01-25"
1456,"360923197804221974","2020-01-25",1,"2020-01-25"
1457,"13012120010225075X","2020-01-25",1,"2020-01-25"
1458,"140930199311161389","2020-01-25",1,"2020-01-25"
1459,"511623195806023094","2020-01-25",1,"2020-01-25"
1460,"441521199401190611","2020-01-25",1,"2020-01-25"
1461,"441323196011080773","2020-01-25",1,"2020-01-25"
1462,"340421196107253446","2020-01-25",1,"2020-01-25"
1463,"530402194601100733","2020-01-25",1,"2020-01-25"
1464,"610426200612080458","2020-01-25",1,"2020-01-25"
1465,"430321199409264458","2020-01-25",1,"2020-01-25"
1466,"445281196611244577","2020-01-25",1,"2020-01-25"
1467,"451402194910023736","2020-01-25",1,"2020-01-25"
1468,"51332419700223265X","2020-01-25",1,"2020-01-25"
1469,"469001200211112595","2020-01-25",1,"2020-01-25"
1470,"131026197111301021","2020-01-25",1,"2020-01-25"
1471,"341503200204200445","2020-01-25",1,"2020-01-25"
1472,"450721198911110498","2020-01-25",1,"2020-01-25"
1473,"360281193306120553","2020-01-25",1,"2020-01-25"
1474,"140224201404030825","2020-01-25",1,"2020-01-25"
